Name,Genre,Publisher,Year,Global_Sales,Decade,FranchiseTag
the wolf among us,adventure,telltale games,2014,0.49,2010,0
the wonderful 101,action,nintendo,2013,0.41,2010,0
the world ends with you,roleplaying,square enix,2007,0.86,2000,0
the x files,adventure,sony computer entertainment,1999,0.42,1990,0
the x files resist or serve,adventure,vivendi games,2004,0.12,2000,0
the xfactor,misc,deep silver,2010,0.56,2010,0
theatre of war,strategy,kalypso media,2007,0.01,2000,0
theatrhythm dragon quest,misc,square enix,2015,0.15,2010,0
theatrhythm final fantasy,misc,square enix,2012,0.5,2010,0
theatrhythm final fantasy curtain call,misc,square enix,2014,0.37,2010,0
theme hospital,strategy,electronic arts,1997,2.4899999999999998,1990,0
theme park,simulation,electronic arts,1994,0.72,1990,0
theme park roller coaster,strategy,electronic arts,2000,0.48,2000,0
there,simulation,infogrames,2002,0.06,2000,0
theresia,adventure,arc system works,2008,0.06,2000,0
thief 2014,action,square enix,2014,2.1,2010,0
thief deadly shadows,action,eidos interactive,2004,0.17,2000,0
thinksmart,misc,conspiracy entertainment,2010,0.1,2010,0
thinksmart chess for kids,misc,mentor interactive,2011,0.01,2010,0
thinksmart family,misc,conspiracy entertainment,2010,0.03,2010,0
this war of mine,action,deep silver,2016,0.02,2010,0
thnk logic trainer,puzzle,conspiracy entertainment,2009,0.01,2000,0
thomas  friends hero of the rails,misc,unknown,2010,0.11,2010,0
thomas and friends steaming around sodor,action,avanquest software,2015,0.02,2010,0
thomas the tank engine  friends,adventure,unknown,2004,0.19,2000,0
thor god of thunder,action,sega,2011,0.69,2010,0
thoroughbred breeder,simulation,hect,1993,0.19,1990,0
thoroughbred breeder ii,simulation,hect,1994,0.27,1990,1
thoroughbred breeder ii plus,simulation,hect,1995,0.04,1990,1
thousand arms,roleplaying,atlus,1998,0.12,1990,0
thrasher presents skate and destroy,sports,taketwo interactive,1998,0.39,1990,0
threads of fate,roleplaying,squaresoft,1999,0.21,1990,0
thrillville,strategy,atari,2006,0.8600000000000001,2000,0
thrillville off the rails,strategy,lucasarts,2007,1.18,2000,0
thunder alley,racing,xs games,2004,0.01,2000,0
thunder force v perfect system,shooter,technosoft,1998,0.05,1990,1
thunder force vi,shooter,sega,2008,0.02,2000,0
thunder truck rally,racing,psygnosis,1997,0.14,1990,0
thunderbirds,shooter,vivendi games,2004,0.02,2000,0
thunderstrike 2,simulation,core design ltd,1994,0.19,1990,1
thunderstrike operation phoenix,simulation,eidos interactive,2001,0.34,2000,0
tiger  bunny heros day,action,d3publisher,2013,0.02,2010,0
tiger  bunny onair jack,action,namco bandai games,2012,0.03,2010,0
tiger woods 99 pga tour golf,sports,electronic arts,1997,1.53,1990,0
tiger woods pga tour,sports,electronic arts,2005,0.36,2000,0
tiger woods pga tour 06,sports,electronic arts,2005,1.99,2000,0
tiger woods pga tour 07,sports,electronic arts,2006,2.16,2000,0
tiger woods pga tour 08,sports,electronic arts,2007,3.14,2000,0
tiger woods pga tour 09,sports,electronic arts,2008,2.04,2000,0
tiger woods pga tour 09 allplay,sports,electronic arts,2008,1.43,2000,0
tiger woods pga tour 10,sports,electronic arts,2009,3.0300000000000002,2000,0
tiger woods pga tour 11,sports,electronic arts,2010,1.9300000000000002,2010,0
tiger woods pga tour 12 the masters,sports,electronic arts,2011,1.9,2010,0
tiger woods pga tour 13,sports,electronic arts,2012,1.06,2010,0
tiger woods pga tour 14,sports,electronic arts,2013,0.75,2010,0
tiger woods pga tour 2000,sports,electronic arts,1998,0.66,1990,0
tiger woods pga tour 2001,sports,electronic arts,2001,0.74,2000,0
tiger woods pga tour 2002,sports,electronic arts,2002,0.9,2000,0
tiger woods pga tour 2003,sports,electronic arts,2002,2.31,2000,0
tiger woods pga tour 2004,sports,electronic arts,2003,2.59,2000,0
tiger woods pga tour 2005,sports,electronic arts,2004,2.44,2000,0
tiger woods pga tour golf,sports,ubisoft,2002,0.04,2000,0
tigershark,simulation,gt interactive,1997,0.07,1990,0
tiggers honey hunt,platform,ubisoft,2000,0.48000000000000004,2000,0
tim burtons the nightmare before christmas oogies revenge,adventure,disney interactive studios,2004,0.43000000000000005,2000,0
tim burtons the nightmare before christmas the pumpkin king,platform,disney interactive studios,2005,0.14,2000,0
time and eternity,roleplaying,nippon ichi software,2012,0.17,2010,0
time commando,action,adeline software,1996,0.17,1990,0
time crisis,shooter,namco bandai games,1997,1.68,1990,0
time crisis 3,shooter,namco bandai games,2003,0.61,2000,1
time crisis 4,shooter,namco bandai games,2007,0.84,2000,1
time crisis crisis zone,shooter,namco bandai games,2004,0.22,2000,0
time crisis ii,shooter,namco bandai games,2001,0.53,2000,1
time crisis project titan,shooter,namco bandai games,2001,0.05,2000,0
time crisis razing storm,shooter,namco bandai games,2010,0.55,2010,0
time hollow,adventure,konami digital entertainment,2008,0.16,2000,0
time leap,adventure,prototype,2009,0.01,2000,0
time travelers,adventure,level 5,2012,0.1,2010,0
timeshift,shooter,vivendi games,2007,0.58,2000,0
timeshock pro pinball,misc,empire interactive,1998,0.03,1990,0
timesplitters,shooter,eidos interactive,2000,0.43,2000,0
timesplitters 2,shooter,eidos interactive,2002,1.78,2000,1
timesplitters future perfect,shooter,electronic arts,2005,0.48,2000,0
timmy time,action,avanquest,2011,0.03,2010,0
tiny tank,action,sony computer entertainment,1998,0.34,1990,0
tiny toon adventures pluckys big adventure,action,conspiracy entertainment,2001,0.27,2000,0
tiny toon adventures the great beanstalk,misc,sony computer entertainment,1998,0.31,1990,0
tiny toon adventures toonenstein  dare to scare,action,swing entertainment,1998,0.05,1990,0
tiny toon adventures wacky stackers,puzzle,conspiracy entertainment,2001,0.02,2000,0
titan quest,roleplaying,thq,2006,0.06,2000,0
titanfall,shooter,electronic arts,2014,4.859999999999999,2010,0
titanic mystery,puzzle,playv,2010,0.1,2010,0
tmnt,action,ubisoft,2007,1.12,2000,0
tmnt mutant melee,fighting,konami digital entertainment,2005,0.09000000000000001,2000,0
tna impact,fighting,midway games,2008,1.24,2000,0
tna impact cross the line,fighting,southpeak games,2010,0.1,2010,0
tnn motor sports hardcore 4x4,racing,asc games,1996,1.31,1990,0
to heart,adventure,aqua plus,1999,0.14,1990,0
to heart 2 dungeon travelers,adventure,aqua plus,2011,0.16,2010,1
to heart 2 dx plus,adventure,aqua plus,2011,0.05,2010,1
to loveru trouble darkness  true princess,action,furyu,2015,0.02,2010,0
to loveru trouble darkness battle ecstasy,action,furyu,2014,0.05,2010,0
to loveru trouble doki doki rinkaigakkouhen,adventure,marvelous interactive,2008,0.03,2000,0
to loveru trouble waku waku rinkangakkouhen,adventure,marvelous interactive,2008,0.03,2000,0
toaru kagaku no chou denjihou,adventure,kadokawa shoten,2011,0.06,2010,0
toaru majutsu no index,adventure,kadokawa shoten,2011,0.1,2010,0
toaru majutsu no kagaku no ensemble,adventure,namco bandai games,2013,0.03,2010,0
tobal 2,fighting,squaresoft,1997,0.37,1990,1
tobal no1,fighting,sony computer entertainment,1996,0.92,1990,0
tobidase kagakukun chikyuu daitanken nazo no chinkai seibutsu ni idome,misc,namco bandai games,2011,0.01,2010,0
toca 2 touring cars,racing,codemasters,1998,1.32,1990,1
toca race driver 2,racing,codemasters,2004,0.04,2000,1
toca race driver 2 ultimate racing simulator,racing,codemasters,2005,0.45,2000,1
toca race driver 3,racing,codemasters,2006,0.13,2000,1
toca touring car championship,racing,codemasters,1997,2.28,1990,0
toeic test training ds,misc,ie institute,2007,0.17,2000,0
toejam  earl iii mission to earth,action,sega,2002,0.11,2000,1
togainu no chi true blood,adventure,kadokawa shoten,2008,0.03,2000,0
tohoku daigaku karei igaku kenkyuusho  kawashima ryuuta kyouju kanshuu  mono sugoku nou o kitaeru 5funkan no oni training,action,nintendo,2012,0.27,2010,0
toki no kizuna hanayui tsuzuri,adventure,idea factory,2013,0.02,2010,0
toki no kizuna sekigahara kitan,action,idea factory,2012,0.04,2010,0
tokimeki mahjong paradise koi no tenpai beat,misc,sonnet,1995,0.04,1990,0
tokimeki memorial 2,simulation,konami digital entertainment,1999,0.39,1990,1
tokimeki memorial 4,adventure,konami digital entertainment,2009,0.08,2000,1
tokimeki memorial forever with you,simulation,konami digital entertainment,1995,0.96,1990,0
tokimeki memorial girls side,adventure,konami digital entertainment,2002,0.08,2000,0
tokimeki memorial girls side 1st love,adventure,konami digital entertainment,2007,0.05,2000,0
tokimeki memorial girls side 1st love plus,adventure,konami digital entertainment,2009,0.03,2000,0
tokimeki memorial girls side 2nd kiss,adventure,konami digital entertainment,2006,0.05,2000,0
tokimeki memorial girls side 2nd season,adventure,konami digital entertainment,2008,0.11,2000,0
tokimeki memorial girls side 3rd story,adventure,konami digital entertainment,2010,0.19,2010,0
tokimeki memorial girls side premium 3rd story,adventure,konami digital entertainment,2012,0.07,2010,0
tokimeki memorial private collection,misc,konami digital entertainment,1996,0.17,1990,0
tokimeki memorial taisen pazurudama,puzzle,konami digital entertainment,1996,0.18,1990,0
tokimeki no houkago,misc,konami digital entertainment,1998,0.06,1990,0
tokobot,platform,taketwo interactive,2005,0.07,2000,0
tokumei sentai gobusters,action,namco bandai games,2012,0.04,2010,0
tokushu houdoubu,adventure,nippon ichi software,2012,0.03,2010,0
tokyo beat down,action,success,2008,0.08,2000,0
tokyo friend park ii ds,misc,rocket company,2006,0.02,2000,1
tokyo ghoul jail,racing,namco bandai games,2015,0.05,2010,0
tokyo highway battle,racing,jaleco,1996,0.33,1990,0
tokyo jungle,action,sony computer entertainment,2012,0.26,2010,0
tokyo majin gakuen kenfuuchou,adventure,marvelous interactive,2008,0.03,2000,0
tokyo mew mew,roleplaying,takara,2002,0.02,2000,0
tokyo mono harashi karasu no mori gakuen kitan,roleplaying,atlus,2010,0.06,2010,0
tokyo twilight ghost hunters,roleplaying,aksys games,2014,0.18,2010,0
tokyo xanadu,roleplaying,nihon falcom corporation,2015,0.15,2010,0
tokyo xanadu ex,roleplaying,nihon falcom corporation,2016,0.02,2010,0
tokyo xtreme racer,racing,genki,1999,0.17,1990,0
tokyo xtreme racer 3,racing,genki,2003,0.91,2000,1
tokyo xtreme racer advance,racing,crave entertainment,2005,0.06,2000,0
tokyo xtreme racer drift,racing,genki,2003,0.18,2000,0
tokyo xtreme racer zero,racing,crave entertainment,2000,1.5,2000,0
tom and jerry in fists of furry,fighting,ubisoft,2000,0.16,2000,0
tom and jerry in house trap,action,ubisoft,2000,0.2,2000,0
tom and jerry in war of the whiskers,fighting,ubisoft,2002,0.33,2000,0
tom and jerry infurnal escape,action,ubisoft,2003,0.16,2000,0
tom and jerry tales,platform,warner bros interactive entertainment,2006,0.29,2000,0
tom clancys  ghost recon advanced warfighter weekly jp sales,shooter,ubisoft,2006,0.01,2000,0
tom clancys classic trilogy,shooter,ubisoft,2004,0.1,2000,0
tom clancys endwar,strategy,ubisoft,2008,1.79,2000,0
tom clancys ghost recon,shooter,ubisoft,2002,3.9899999999999998,2000,0
tom clancys ghost recon 2,shooter,ubisoft,2004,2.5100000000000002,2000,1
tom clancys ghost recon 2 summit strike,shooter,ubisoft,2005,0.39,2000,1
tom clancys ghost recon advanced warfighter,shooter,ubisoft,2006,1.9300000000000002,2000,0
tom clancys ghost recon advanced warfighter 2,shooter,ubisoft,2007,2.59,2000,1
tom clancys ghost recon future soldier,shooter,ubisoft,2012,2.6,2010,0
tom clancys ghost recon island thunder,shooter,ubisoft,2003,0.87,2000,0
tom clancys ghost recon jungle storm,shooter,ubisoft,2004,1.16,2000,0
tom clancys ghost recon predator,shooter,ubisoft,2010,0.1,2010,0
tom clancys ghost recon shadow wars,strategy,ubisoft,2011,0.34,2010,0
tom clancys hawx,action,ubisoft,2009,1.19,2000,0
tom clancys hawx 2,action,ubisoft,2010,0.94,2010,1
tom clancys rainbow six,shooter,red storm entertainment,1999,2.28,1990,0
tom clancys rainbow six 3,shooter,ubisoft,2003,2.42,2000,1
tom clancys rainbow six 3 black arrow,shooter,ubisoft,2004,1.13,2000,1
tom clancys rainbow six lockdown,shooter,ubisoft,2005,0.8099999999999999,2000,0
tom clancys rainbow six rogue spear,shooter,ubisoft,2001,0.34,2000,0
tom clancys rainbow six siege,shooter,ubisoft,2015,3.66,2010,0
tom clancys rainbow six vegas,shooter,ubisoft,2006,3.95,2000,0
tom clancys rainbow six vegas 2,shooter,ubisoft,2008,3.79,2000,1
tom clancys splinter cell,action,ubisoft,2002,6.0,2000,0
tom clancys splinter cell 3d,action,ubisoft,2011,0.3,2010,0
tom clancys splinter cell blacklist,action,ubisoft,2013,2.28,2010,0
tom clancys splinter cell chaos theory,action,ubisoft,2005,2.23,2000,0
tom clancys splinter cell classic trilogy hd,action,ubisoft,2011,0.02,2010,0
tom clancys splinter cell conviction,action,ubisoft,2010,2.17,2010,0
tom clancys splinter cell double agent,action,ubisoft,2006,1.23,2000,0
tom clancys splinter cell essentials,shooter,ubisoft,2006,0.2,2000,0
tom clancys splinter cell pandora tomorrow,action,ubisoft,2004,2.87,2000,0
tom clancys splinter cell trilogy,action,ubisoft,2011,0.12,2010,0
tom clancys the division,shooter,ubisoft,2016,5.989999999999999,2010,0
tomb raider,action,eidos interactive,1996,5.66,1990,0
tomb raider 2013,action,square enix,2013,6.4399999999999995,2010,0
tomb raider anniversary,action,eidos interactive,2007,2.37,2000,0
tomb raider chronicles,action,eidos interactive,1999,0.61,1990,0
tomb raider ii,action,eidos interactive,1997,7.53,1990,1
tomb raider iii adventures of lara croft,action,eidos interactive,1997,4.16,1990,1
tomb raider legend,action,eidos interactive,2006,1.6700000000000002,2000,0
tomb raider the last revelation,action,eidos interactive,1998,2.89,1990,0
tomb raider the prophecy,action,ubisoft,2002,0.14,2000,0
tomb raider underworld,action,eidos interactive,2008,3.29,2000,0
tomb raider underworld others sales,adventure,eidos interactive,2009,0.26,2000,0
tomba,platform,sony computer entertainment,1997,0.26,1990,0
tomba 2 the evil swine return,platform,sony computer entertainment,1999,0.29,1990,1
tomodachi life,simulation,nintendo,2013,5.15,2010,0
tomoyo after its a wonderful life cs edition,adventure,prototype,2009,0.05,2000,0
tongari boushi to mahou no otana,simulation,konami digital entertainment,2010,0.44,2010,0
tongari boushi to oshare na mahou tsukai,action,konami digital entertainment,2011,0.24,2010,0
tonic trouble,platform,ubisoft,1999,0.11,1990,0
tonka rescue patrol,action,tdk mediactive,2003,0.06,2000,0
tony hawk ride,sports,activision,2009,2.16,2000,0
tony hawk shred,sports,activision,2010,1.1,2010,0
tony hawks american sk8land,sports,activision,2005,0.44999999999999996,2000,0
tony hawks american wasteland,sports,activision,2005,1.3599999999999999,2000,0
tony hawks american wasteland old all region sales,sports,activision,2005,1.62,2000,0
tony hawks american wasteland weekly american sales,sports,activision,2005,1.45,2000,0
tony hawks downhill jam,sports,activision,2006,0.22,2000,0
tony hawks motion,sports,activision,2008,0.21,2000,0
tony hawks pro skater,sports,activision,1999,8.459999999999999,1990,0
tony hawks pro skater 2,sports,activision,2000,6.619999999999999,2000,1
tony hawks pro skater 2x,sports,activision,2001,0.63,2000,0
tony hawks pro skater 3,sports,activision,2001,8.05,2000,1
tony hawks pro skater 4,sports,activision,2002,5.75,2000,1
tony hawks pro skater 5,sports,activision,2015,0.44,2010,1
tony hawks project 8,sports,activision,2006,2.55,2000,1
tony hawks proving ground,sports,activision,2007,2.15,2000,0
tony hawks underground,sports,activision,2003,6.47,2000,0
tony hawks underground 2,sports,activision,2004,4.11,2000,1
tony hawks underground 2 remix,sports,activision,2005,0.82,2000,1
too human,roleplaying,microsoft game studios,2008,0.79,2000,0
top angler real bass fishing,sports,xicat interactive,2002,0.11,2000,0
top gear hyperbike,racing,kemco,1999,0.06,1990,0
top gear overdrive,racing,kemco,1998,0.29,1990,0
top gear rally,racing,kemco,1997,0.49,1990,0
top gear rally 2,racing,kemco,1999,0.11,1990,1
top gear rpm tuning,racing,wanadoo,2005,0.02,2000,0
top gun,simulation,505 games,2011,0.11000000000000001,2010,0
top gun combat zones,simulation,titus,2001,1.17,2000,0
top gun fire at will,misc,microprose,1996,0.55,1990,0
top gun firestorm advance,shooter,titus,2002,0.09,2000,0
top gun hard lock,action,505 games,2012,0.09,2010,0
top shot arcade,shooter,activision,2011,0.14,2010,0
top spin,sports,microsoft game studios,2003,0.56,2000,0
top spin 2,sports,taketwo interactive,2006,0.22000000000000003,2000,1
top spin 3,action,taketwo interactive,2008,1.8599999999999999,2000,1
top spin 4,sports,taketwo interactive,2011,1.29,2010,1
toradora portable,adventure,namco bandai games,2009,0.08,2000,0
torchlight,roleplaying,jowood productions,2009,0.07,2000,0
toriko gourmet battle,roleplaying,namco bandai games,2013,0.06,2010,0
toriko gourmet monsters,roleplaying,namco bandai games,2012,0.16,2010,0
toriko gourmet survival,roleplaying,namco bandai games,2011,0.36,2010,0
toriko ultimate survival,action,namco bandai games,2013,0.03,2010,0
torino 2006,sports,taketwo interactive,2006,0.17,2000,0
tork prehistoric punk,platform,microsoft game studios,2005,0.03,2000,0
tornado outbreak,action,konami digital entertainment,2009,0.28,2000,0
torneko no daibouken fushigi no dungeon,roleplaying,chunsoft,1993,0.78,1990,0
toro to morimori,misc,sony computer entertainment,2009,0.01,2000,0
toshochu run for money,adventure,namco bandai games,2012,0.62,2010,0
total immersion racing,racing,empire interactive,2002,0.13,2000,0
total overdose a gunslingers tale in mexico,shooter,eidos interactive,2005,0.11,2000,0
total war attila,strategy,sega,2015,0.23,2010,0
total war attila tyrants  kings,strategy,koch media,2016,0.01,2010,0
total war rome ii,strategy,sega,2013,0.76,2010,1
total war shogun 2,strategy,sega,2011,0.59,2010,1
total war shogun 2  fall of the samurai,strategy,sega,2012,0.2,2010,1
total war warhammer,strategy,sega,2016,0.1,2010,0
totaled,racing,rage software,2002,0.07,2000,0
totally spies,platform,atari,2005,0.03,2000,0
totally spies 2 undercover,action,atari,2006,0.02,2000,1
totally spies totally party,misc,ubisoft,2008,0.15,2000,0
tottadoo yoiko no mujintou seikatsu,adventure,namco bandai games,2008,0.19,2000,0
touch detective,adventure,505 games,2006,0.1,2000,0
touch detective 2 12,adventure,505 games,2007,0.11,2000,1
touch detective 3 does funghi dream of bananas,adventure,success,2014,0.01,2010,1
touch detective jp sales,adventure,505 games,2006,0.02,2000,0
touch detective nameko shigeru,adventure,success,2013,0.07,2010,0
touch mechanic,simulation,nintendo,2008,0.1,2000,0
touch my katamari,puzzle,namco bandai games,2011,0.14,2010,0
touch n play collection,misc,ogames,2010,0.07,2010,0
touch shot love application,adventure,compile heart,2012,0.03,2010,0
touch the dead,shooter,eidos interactive,2007,0.22,2000,0
touchmaster,puzzle,midway games,2007,2.01,2000,0
touchmaster 2,puzzle,midway games,2008,0.9,2000,1
touchmaster 3,puzzle,warner bros interactive entertainment,2009,0.44,2000,1
touchmaster 3others sales,puzzle,warner bros interactive entertainment,2009,0.26,2000,0
touchmaster connect,puzzle,warner bros interactive entertainment,2010,0.31,2010,0
touhoku daigaku mirai kagaku gijutsu kyoudou kenkyuu center kawashima ryuuta kyouju kanshu nou ryoku trainer portable,misc,sega,2005,0.3,2000,0
touhou genso rondo bullet ballet,shooter,nippon ichi software,2016,0.02,2010,0
toukiden 2,action,tecmo koei,2016,0.21,2010,1
toukiden kiwami,action,tecmo koei,2014,0.52,2010,0
toukiden the age of demons,action,tecmo koei,2013,0.56,2010,0
tour de france 2014,sports,focus home interactive,2014,0.05,2010,0
tourist trophy the real riding simulator,racing,sony computer entertainment,2006,0.68,2000,0
tournament of legends,fighting,sega,2010,0.07,2010,0
tournament pool,sports,destineer,2009,0.11,2000,0
toushin toshi,roleplaying,imageepoch inc,2014,0.03,2010,0
toxic grind,sports,thq,2002,0.02,2000,0
toy shop,simulation,majesco entertainment,2008,0.03,2000,0
toy soldiers war chest,action,ubisoft,2015,0.12000000000000001,2010,0
toy story 2 buzz lightyear to the rescue,platform,activision,1998,2.64,1990,1
toy story 3 the video game,action,disney interactive studios,2010,6.08,2010,1
toy story mania,misc,disney interactive studios,2009,1.92,2000,0
toy story racer,racing,activision,2001,0.15,2000,0
trace memory,adventure,nintendo,2005,0.3,2000,0
trackmania build to race,racing,focus home interactive,2010,0.24,2010,0
trackmania ds,racing,focus home interactive,2008,0.08,2000,0
trackmania turbo,action,ubisoft,2016,0.39,2010,0
trackmania turbo build to race,racing,ubisoft,2010,0.05,2010,0
trade  battle card hero,strategy,nintendo,2000,0.2,2000,0
trag  tactical rescue assault group mission of mercy,adventure,sunsoft,1998,0.14,1990,0
train simulator 2016,simulation,unknown,2015,0.04,2010,0
transformer rise of the dark spark,action,activision,2014,0.6900000000000001,2010,0
transformer rise of the dark spark 3ds,roleplaying,activision,2014,0.07,2010,0
transformers,shooter,atari,2004,1.29,2000,0
transformers animated the game,action,activision,2008,0.17,2000,0
transformers autobots  decepticons,action,activision,2007,1.24,2000,0
transformers beast wars transmetals,fighting,bam entertainment,2000,0.11,2000,0
transformers cybertron adventures,action,activision,2010,0.28,2010,0
transformers dark of the moon,action,activision,2011,1.05,2010,0
transformers dark of the moon  autobotsdecepticons,action,activision,2011,0.46,2010,0
transformers devastation,action,activision,2015,0.58,2010,0
transformers fall of cybertron,action,activision,2012,0.86,2010,0
transformers prime,action,activision,2012,0.33,2010,0
transformers revenge of the fallen ds versions,action,activision,2009,0.33,2000,0
transformers revenge of the fallen wii  ps2 version,action,activision,2009,0.45,2000,0
transformers revenge of the fallen xbox 360 ps3  pc versions,shooter,activision,2009,2.7399999999999998,2000,0
transformers the game xbox 360 ps2 ps3 wii  pc versions,action,activision,2007,3.37,2000,0
transformers war for cybertron  decepticons,action,activision,2010,0.13,2010,0
transformers war for cybertron ds version,shooter,activision,2010,0.24,2010,0
transformers war for cybertron xbox 360 ps3  pc versions,shooter,activision,2010,1.0999999999999999,2010,0
transworld snowboarding,sports,atari,2002,0.09,2000,0
transworld surf,sports,atari,2002,0.19,2000,0
trap gunner countdown to oblivion,strategy,konami digital entertainment,1998,0.03,1990,0
trapped dead,strategy,iceberg interactive,2011,0.02,2010,0
trapt,action,tecmo koei,2005,0.06,2000,0
trauma center new blood,simulation,nintendo,2007,0.3,2000,0
trauma center second opinion,simulation,nintendo,2006,0.35,2000,0
trauma center under the knife,simulation,nintendo,2005,0.37,2000,0
trauma center under the knife 2,simulation,atlus,2008,0.11,2000,1
travel coach europe 1,misc,hmh interactive,2008,0.03,2000,0
travel games for dummies,misc,electronic arts,2008,0.15,2000,0
treasure chase,puzzle,storm city games,2011,0.02,2010,0
treasure gaust gaust diver crimson red  deep purple,action,namco bandai games,2007,0.03,2000,0
treasure hunter g,roleplaying,squaresoft,1996,0.2,1990,0
treasure report kikai jikake no isan,adventure,namco bandai games,2011,0.05,2010,0
treasure world,simulation,aspyr,2009,0.2,2000,0
treasures of the deep,action,namco bandai games,1997,0.19,1990,0
trials fusion,racing,ubisoft,2014,0.7,2010,0
trick dshan kakushi kami no sumukan,misc,konami digital entertainment,2010,0.07,2010,0
trick x logic season 1,adventure,sony computer entertainment,2010,0.05,2010,0
trick x logic season 2,adventure,sony computer entertainment,2010,0.04,2010,1
trigger man,shooter,play it,2004,0.23,2000,0
triggerheart excelica enhanced,shooter,alchemist,2009,0.02,2000,0
triggerheart exelica,shooter,warashi,2007,0.02,2000,0
trine,action,nobilis,2009,0.01,2000,0
trine 2,platform,focus home interactive,2011,0.07,2010,1
tringo,puzzle,liquid games,2006,0.01,2000,0
trinity souls of zill oll,roleplaying,ubisoft annecy,2010,0.14,2010,0
trinity universe,roleplaying,nippon ichi software,2009,0.18,2000,0
triple crown championship snowboarding,sports,destineer,2010,0.02,2010,0
triple pack xbox live arcade compilation,misc,microsoft game studios,2011,0.03,2010,0
triple play 2000,sports,electronic arts,1999,1.71,1990,0
triple play 2001,sports,electronic arts,2000,1.33,2000,0
triple play 2002,sports,electronic arts,2002,1.12,2000,0
triple play 97,sports,electronic arts victor,1996,0.38,1990,0
triple play 98,sports,electronic arts,1997,1.1,1990,0
trivial pursuit,misc,electronic arts,2009,1.51,2000,0
trivial pursuit bet you know it,misc,electronic arts,2011,0.16,2010,0
trivial pursuit unhinged,misc,atari,2004,0.28,2000,0
trollz hair affair,misc,ubisoft,2005,0.04,2000,0
tron 20 killer app,action,disney interactive studios,2004,0.12,2000,0
tron evolution,action,disney interactive studios,2010,1.12,2010,0
tron evolution  battle grids,racing,disney interactive studios,2010,0.23,2010,0
tropico 3,strategy,kalypso media,2009,0.27,2000,1
tropico 3 gold edition,strategy,kalypso media,2010,0.01,2010,1
tropico 4,strategy,kalypso media,2011,0.27,2010,1
tropico 4 modern times,strategy,kalypso media,2012,0.02,2010,1
tropico 5,simulation,kalypso media,2015,0.49,2010,1
tropico reloaded,strategy,kalypso media,2009,0.02,2000,0
tropix,puzzle,capcom,2008,0.07,2000,0
truck racer,racing,nordic games,2009,0.02,2000,0
true crime new york city,action,activision,2005,1.21,2000,0
true crime streets of la,action,activision,2003,5.21,2000,0
true love story 3,simulation,enterbrain,2001,0.04,2000,1
true pinball,misc,ocean,1996,0.04,1990,0
true swing golf,sports,nintendo,2005,0.16,2000,0
truth or lies,misc,thq,2010,0.3,2010,0
tsugunai atonement,roleplaying,sony computer entertainment,2001,0.06,2000,0
tsuki ni yori sou otome no sahou hidamari no hibi,adventure,dramatic create,2015,0.02,2010,0
tsuki no hikari shizumeru kane no satsujin,adventure,victor interactive,2002,0.02,2000,0
tsukigime rankos longest day,action,namco bandai games,2014,0.01,2010,0
tsuku monogatari,adventure,furyu,2011,0.03,2010,0
tsumiki block drop mania,action,nobilis,2007,0.05,2000,0
tsurugi no machi no ihoujin kuro no kyuuden,roleplaying,experience inc,2015,0.04,2010,0
tsuyo kiss 2 gakki swift love,adventure,revolution japan,2009,0.02,2000,1
tsuyo kiss 2 portable,adventure,netrevo,2010,0.02,2010,1
tsuyo kiss 3 portable,action,netrevo,2012,0.01,2010,1
tsuyo kiss mighty heart,adventure,princess soft,2006,0.03,2000,0
tunnel b1,action,ocean,1996,0.09,1990,0
turbo prop racing,racing,sony computer entertainment,1997,0.15,1990,0
turbo super stunt squad,sports,d3publisher,2013,0.13,2010,0
turbo trainz,racing,mastertronic,2012,0.01,2010,0
turbo turtle adventure,puzzle,majesco entertainment,2002,0.05,2000,0
turn it around,action,505 games,2006,0.03,2000,0
turning point fall of liberty,shooter,codemasters,2008,0.54,2000,0
turok,action,touchstone,2008,1.44,2000,0
turok 2 seeds of evil,platform,acclaim entertainment,1997,1.86,1990,1
turok 3 shadow of oblivion,shooter,acclaim entertainment,2000,0.17,2000,1
turok dinosaur hunter,shooter,acclaim entertainment,1997,0.05,1990,0
turok evolution,shooter,acclaim entertainment,2002,2.3600000000000003,2000,0
turok rage wars,shooter,acclaim entertainment,1999,0.37,1990,0
tv anime fairy tale gekitou madoushi kessen,fighting,hudson soft,2010,0.05,2010,0
tv anime idolmster cinderella girls g4u pack vol1,action,namco bandai games,2015,0.02,2010,0
tv anime idolmster cinderella girls g4u pack vol2,action,namco bandai games,2015,0.02,2010,0
tv anime idolmster cinderella girls g4u pack vol3,action,namco bandai games,2015,0.02,2010,0
tv anime idolmster cinderella girls g4u pack vol4,action,namco bandai games,2015,0.02,2010,0
tv anime idolmster cinderella girls g4u pack vol5,action,namco bandai games,2015,0.02,2010,0
tv anime idolmster cinderella girls g4u pack vol6,adventure,namco bandai games,2015,0.02,2010,0
tv anime idolmster cinderella girls g4u pack vol7,misc,namco bandai games,2015,0.02,2010,0
tv anime idolmster cinderella girls g4u pack vol8,misc,namco bandai games,2016,0.02,2010,0
tv anime idolmster cinderella girls g4u pack vol9,misc,namco bandai games,2016,0.02,2010,0
tv show king party,puzzle,ubisoft,2008,0.67,2000,0
tv superstars,misc,sony computer entertainment,2010,0.25,2010,0
tv total events,misc,7games,2011,0.03,2010,0
