Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,FranchiseTag,Total_Regional_Sales,Sales_Ratio
14273,winning post world,ps2,2009,sports,tecmo koei,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14274,jigapix wild world,ds,2009,puzzle,zushi games,0.03,0.01,0.0,0.0,0.03,2000,0,0.04,0.75
14275,best friends tonight,ds,2010,misc,ubisoft,0.03,0.0,0.0,0.0,0.03,2010,0,0.03,1.0
14277,living legends frozen beauty,pc,2014,action,big fish games,0.0,0.03,0.0,0.0,0.03,2010,0,0.03,1.0
14278,super hero generation,ps3,2014,roleplaying,namco bandai games,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14279,hack sekai no mukou ni  versus,ps3,2012,action,namco bandai games,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14280,sea park tycoon,ds,2010,simulation,foreign media games,0.02,0.01,0.0,0.0,0.03,2010,0,0.03,1.0
14281,disney sports soccer,gc,2002,sports,konami digital entertainment,0.03,0.01,0.0,0.0,0.03,2000,0,0.04,0.75
14282,cooking mama 5 bon appetit,3ds,2013,simulation,office create,0.0,0.0,0.03,0.0,0.03,2010,1,0.03,1.0
14283,mame goma honobo no nikki,ds,2007,simulation,tdk core,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14284,guitar hero world tour,pc,2009,misc,aspyr,0.0,0.03,0.0,0.01,0.03,2000,0,0.04,0.75
14285,nancy drew alibi in ashes,pc,2011,adventure,her interactive,0.03,0.0,0.0,0.0,0.03,2010,0,0.03,1.0
14286,the walking dead season one,pc,2012,adventure,avanquest software,0.0,0.03,0.0,0.01,0.03,2010,0,0.04,0.75
14287,ultimate block party,psp,2004,puzzle,505 games,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14288,disneys hide  sneak,gc,2003,action,capcom,0.03,0.01,0.0,0.0,0.03,2000,0,0.04,0.75
14289,super robot taisen og saga masou kishin iii  pride of justice,psv,2013,strategy,namco bandai games,0.0,0.0,0.03,0.0,0.03,2010,1,0.03,1.0
14290,nobunaga no yabou kakushin with powerup kit,ps2,2008,strategy,tecmo koei,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14291,raw danger,ps2,2006,action,505 games,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14292,arthur and the invisibles,ds,2007,adventure,atari,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14293,flipper critters,ds,2007,simulation,conspiracy entertainment,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14294,medarot 9 kabuto ver  kuwagata ver,3ds,2015,roleplaying,rocket company,0.0,0.0,0.03,0.0,0.03,2010,1,0.03,1.0
14295,monster rancher hopabout,ps,2000,action,tecmo koei,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14296,foto showdown,ds,2010,roleplaying,unknown,0.03,0.0,0.0,0.0,0.03,2010,0,0.03,1.0
14297,custom beat battle draglade 2,ds,2008,fighting,namco bandai games,0.0,0.0,0.03,0.0,0.03,2000,1,0.03,1.0
14298,gotouchi kenkei ds,ds,2006,misc,spike,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14300,accel world ginyoku no kakusei,ps3,2012,adventure,namco bandai games,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14301,elf bowling 1  2,gba,2005,sports,ignition entertainment,0.02,0.01,0.0,0.0,0.03,2000,1,0.03,1.0
14302,men of war,pc,2009,strategy,505 games,0.01,0.02,0.0,0.01,0.03,2000,0,0.04,0.75
14303,toy shop,ds,2008,simulation,majesco entertainment,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14304,metroid prime federation force,3ds,2016,action,nintendo,0.02,0.01,0.01,0.0,0.03,2010,0,0.04,0.75
14305,gungriffon allied strike,xb,2004,simulation,microsoft game studios,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14306,stacked with daniel negreanu,psp,2006,misc,myelin media,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14307,vitamin x evolution,ds,2008,adventure,d3publisher,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14308,saru get you sarusaru daisakusen,psp,2007,platform,sony computer entertainment,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14309,sonic boom fire  ice,3ds,2016,platform,sega,0.03,0.0,0.0,0.0,0.03,2010,0,0.03,1.0
14310,the flintstones big trouble in bedrock,gba,2001,platform,swing entertainment,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14311,hallowed legends samhain,pc,2011,adventure,focus home interactive,0.0,0.02,0.0,0.01,0.03,2010,0,0.03,1.0
14312,captain morgane and the golden turtle,ds,2012,adventure,reef entertainment,0.0,0.03,0.0,0.0,0.03,2010,0,0.03,1.0
14313,sekai no hate made itte q chinjuu hunter mono no daibouken,ds,2010,misc,kamui,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14314,silverlicious,ds,2012,action,unknown,0.03,0.0,0.0,0.0,0.03,2010,0,0.03,1.0
14316,gakusen toshi asterisk festa houka kenran,psv,2016,fighting,namco bandai games,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14317,beatmania iidx 14 gold,ps2,2008,simulation,konami digital entertainment,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14318,popcap arcade vol 2,x360,2009,misc,popcap games,0.03,0.0,0.0,0.0,0.03,2000,1,0.03,1.0
14319,toriko ultimate survival,3ds,2013,action,namco bandai games,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14320,big ichigeki pachislot taikouryku universal museum,sat,1996,misc,ask,0.0,0.0,0.03,0.0,0.03,1990,0,0.03,1.0
14321,vegas casino,ds,2007,misc,neko entertainment,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14322,monster high new ghoul in school,wii,2015,action,little orbit,0.0,0.03,0.0,0.0,0.03,2010,0,0.03,1.0
14323,madou monogatari,sat,1998,roleplaying,compile,0.0,0.0,0.03,0.0,0.03,1990,0,0.03,1.0
14324,biker mice from mars,ds,2007,racing,game factory,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14325,smart girls winter wonderland,ds,2008,misc,ufo interactive,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14326,tork prehistoric punk,xb,2005,platform,microsoft game studios,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14327,togainu no chi true blood,ps2,2008,adventure,kadokawa shoten,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14328,onna no ko to misshitsu ni itara shichau kamoshirenai,3ds,2012,adventure,d3publisher,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14329,chicken shoot 2,gba,2005,adventure,zoo digital publishing,0.02,0.01,0.0,0.0,0.03,2000,1,0.03,1.0
14330,neverwinter nights,pc,2002,roleplaying,atari,0.0,0.03,0.0,0.01,0.03,2000,0,0.04,0.75
14331,east india company collection,pc,2010,misc,paradox interactive,0.0,0.03,0.0,0.0,0.03,2010,0,0.03,1.0
14332,battle vs chess,x360,2011,misc,topware interactive,0.0,0.03,0.0,0.0,0.03,2010,0,0.03,1.0
14333,the inner world,pc,2013,adventure,headup games,0.0,0.03,0.0,0.0,0.03,2010,0,0.03,1.0
14334,pachinko kamen rider shocker zenmetsu daisakusen,ps2,2008,misc,hackberry,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14335,underground pool,ds,2007,sports,ufo interactive,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14336,accel world ginyoku no kakusei,psp,2012,adventure,namco bandai games,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14337,classic dungeon fuyoku no masoujin,psp,2010,roleplaying,nippon ichi software,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14338,alter ego,pc,1985,simulation,activision,0.0,0.03,0.0,0.01,0.03,1980,0,0.04,0.75
14339,dragons dogma online,ps3,2015,roleplaying,capcom,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14340,rampo,sat,1995,adventure,sega,0.0,0.0,0.03,0.0,0.03,1990,0,0.03,1.0
14341,river city super sports challenge,ds,2010,sports,arc system works,0.01,0.0,0.02,0.0,0.03,2010,0,0.03,1.0
14342,my pet shop jp sales,ds,2008,simulation,square enix,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14343,exstetra,psv,2013,roleplaying,furyu,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14344,konami classics series arcade hits,ds,2007,misc,konami digital entertainment,0.01,0.0,0.02,0.0,0.03,2000,0,0.03,1.0
14345,dodge racing charger vs challenger,ds,2009,racing,zushi games,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14346,gokujou mecha mote iinchou mm my best friend,ds,2010,simulation,konami digital entertainment,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14347,atelier sophie the alchemist of the mysterious book,ps3,2015,roleplaying,tecmo koei,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14348,singstar chartbreaker,ps3,2009,misc,sony computer entertainment,0.0,0.02,0.0,0.01,0.03,2000,0,0.03,1.0
14349,hiiro no kakera 2 hisui no shizuku,ps2,2007,adventure,idea factory,0.0,0.0,0.03,0.0,0.03,2000,1,0.03,1.0
14350,pro yakyuu spirits 5 kanzenban,ps3,2008,sports,konami digital entertainment,0.0,0.0,0.03,0.0,0.03,2000,1,0.03,1.0
14351,sorcery saga the curse of the great curry god,psv,2013,roleplaying,rising star games,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14352,singstar fussballhits,ps3,2010,misc,sony computer entertainment,0.0,0.02,0.0,0.01,0.03,2010,0,0.03,1.0
14353,a good librarian like a good shepherd library party,psv,2015,action,kaga create,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14354,dance factory,ps2,2006,action,codemasters,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14355,lego legends of chima lavals journey,ds,2013,adventure,unknown,0.0,0.03,0.0,0.0,0.03,2010,0,0.03,1.0
14356,montessori music,ds,2008,misc,oxygen interactive,0.01,0.02,0.0,0.0,0.03,2000,0,0.03,1.0
14357,totally spies,gba,2005,platform,atari,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14358,dragonheart fire  steel,ps,1996,action,acclaim entertainment,0.02,0.01,0.0,0.0,0.03,1990,0,0.03,1.0
14359,nishijin pachinko monogatari 2,snes,1996,misc,kss,0.0,0.0,0.03,0.0,0.03,1990,1,0.03,1.0
14360,chaoshead  love chuchu,x360,2010,adventure,5pb,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14361,gal gun double peace,psv,2015,action,pqube,0.0,0.02,0.01,0.0,0.03,2010,0,0.03,1.0
14362,pripara  pretty rhythm pripara de tsukaeru oshare item 1450,3ds,2015,action,namco bandai games,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14363,roadkill,gc,2003,action,midway games,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14364,the legend of heroes iii song of the ocean,psp,2006,roleplaying,namco bandai games,0.03,0.0,0.0,0.0,0.03,2000,1,0.03,1.0
14365,dungeon maker hunting ground,psp,2006,roleplaying,global a entertainment,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14366,mushihimesama futari ver 15,x360,2009,shooter,cave,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14367,f1 2002,gc,2002,racing,electronic arts,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14368,pocket fighter,sat,1998,fighting,capcom,0.0,0.0,0.03,0.0,0.03,1990,0,0.03,1.0
14369,lock on modern air combat,pc,2003,simulation,ubisoft,0.0,0.03,0.0,0.01,0.03,2000,0,0.04,0.75
14370,toaru majutsu no kagaku no ensemble,psp,2013,adventure,namco bandai games,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14371,ojyousama express,sat,1998,strategy,media works,0.0,0.0,0.03,0.0,0.03,1990,0,0.03,1.0
14372,guilty gear xx accent core plus,wii,2009,fighting,pqube,0.01,0.02,0.0,0.0,0.03,2000,0,0.03,1.0
14373,starsky  hutch,gba,2003,racing,empire interactive,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14374,super meat boy ultra edition,pc,2011,platform,unknown,0.0,0.02,0.0,0.01,0.03,2010,0,0.03,1.0
14375,sitting ducks,gba,2003,platform,lsp games,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14376,brothers conflict brilliant blue,psp,2013,adventure,idea factory,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14377,jojos bizarre adventure eyes of heaven,ps3,2015,fighting,namco bandai games,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14378,hajime no ippo the fighting 2014,ps3,2014,sports,namco bandai games,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14379,eyeshield 21 field saikyou no senshi tachi,wii,2007,roleplaying,nintendo,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14381,to loveru trouble waku waku rinkangakkouhen,ds,2008,adventure,marvelous interactive,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14382,medabots 9 metabee  rokusho,3ds,2015,roleplaying,rocket company,0.0,0.0,0.03,0.0,0.03,2010,1,0.03,1.0
14383,doodle hex,ds,2008,puzzle,pinnacle,0.0,0.03,0.0,0.0,0.03,2000,0,0.03,1.0
14384,homeworld 2,pc,2003,strategy,vivendi games,0.0,0.03,0.0,0.01,0.03,2000,1,0.04,0.75
14385,hakuoki zuisouroku omokage hana,psv,2015,action,idea factory,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14386,hearts of iron iv,pc,2016,strategy,paradox interactive,0.0,0.03,0.0,0.0,0.03,2010,1,0.03,1.0
14387,thinksmart family,wii,2010,misc,conspiracy entertainment,0.03,0.0,0.0,0.0,0.03,2010,0,0.03,1.0
14388,last escort club katze,psp,2010,adventure,d3publisher,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14389,stacked with daniel negreanu,xb,2006,misc,myelin media,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14390,shin koihime musou otome ryouran  sangokushi engi  weihen,psp,2010,adventure,yeti,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14391,rayman 3 hoodlum havoc,pc,2003,platform,ubisoft,0.0,0.03,0.0,0.01,0.03,2000,1,0.04,0.75
14392,otometeki koi kakumei  love revo,ps2,2006,adventure,interchannel,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14393,phantasy star online 2 episode 4 deluxe package,ps4,2017,roleplaying,sega,0.0,0.0,0.03,0.0,0.03,2010,1,0.03,1.0
14394,timmy time,ds,2011,action,avanquest,0.0,0.03,0.0,0.0,0.03,2010,0,0.03,1.0
14395,infinite stratos 2 ignition hearts,psv,2014,adventure,5pb,0.0,0.0,0.03,0.0,0.03,2010,1,0.03,1.0
14396,dr muto,gc,2002,platform,midway games,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14397,airship q,psv,2015,platform,cygames,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14398,ratatouille,pc,2007,action,thq,0.01,0.01,0.0,0.0,0.03,2000,0,0.02,1.5
14399,otomedius gorgeous,x360,2008,shooter,konami digital entertainment,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14400,jikandia the timeless land,psp,2010,roleplaying,idea factory,0.03,0.0,0.0,0.0,0.03,2010,0,0.03,1.0
14401,egg mania eggstreme madness,ps2,2002,puzzle,kemco,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14402,super heroine chronicle,ps3,2014,roleplaying,namco bandai games,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14403,boot camp academy,wii,2010,action,zoo games,0.03,0.0,0.0,0.0,0.03,2010,0,0.03,1.0
14404,kiniro no corda 3,ps2,2010,adventure,tecmo koei,0.0,0.0,0.03,0.0,0.03,2010,1,0.03,1.0
14405,zero escape virtues last reward,3ds,2012,adventure,rising star games,0.03,0.0,0.0,0.0,0.03,2010,0,0.03,1.0
14406,darkstalkers resurrection,ps3,2013,fighting,capcom,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14407,take on helicopters,pc,2011,simulation,unknown,0.0,0.02,0.0,0.01,0.03,2010,0,0.03,1.0
14408,highschool terra story,sat,1998,adventure,kid,0.0,0.0,0.03,0.0,0.03,1990,0,0.03,1.0
14409,emergency disaster rescue squad,ds,2009,simulation,destineer,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14410,shaun white skateboarding,pc,2010,sports,ubisoft,0.0,0.03,0.0,0.01,0.03,2010,0,0.04,0.75
14411,empire earth ii,pc,2005,strategy,vivendi games,0.0,0.03,0.0,0.0,0.03,2000,1,0.03,1.0
14412,suggoi arcana heart 2,ps2,2009,fighting,aq interactive,0.0,0.0,0.03,0.0,0.03,2000,1,0.03,1.0
14413,motogp 15,xone,2015,racing,milestone srl,0.0,0.03,0.0,0.0,0.03,2010,0,0.03,1.0
14414,nba 2k13,pc,2012,sports,taketwo interactive,0.0,0.02,0.0,0.0,0.03,2010,0,0.02,1.5
14415,mother goose no himitsu no yakata,psp,2011,adventure,quinrose,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14416,harry potter and the halfblood prince,pc,2009,action,electronic arts,0.0,0.03,0.0,0.01,0.03,2000,0,0.04,0.75
14417,winning post 7 2009,psp,2009,sports,tecmo koei,0.0,0.0,0.03,0.0,0.03,2000,1,0.03,1.0
14418,knights of honor,pc,2004,strategy,sunflowers,0.0,0.02,0.0,0.01,0.03,2000,0,0.03,1.0
14419,puzzle  action tantr,gen,1994,misc,sega,0.0,0.0,0.03,0.0,0.03,1990,0,0.03,1.0
14420,code lyoko quest for infinity,psp,2008,action,game factory,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14421,away shuffle dungeon,ds,2008,roleplaying,majesco entertainment,0.02,0.0,0.0,0.0,0.03,2000,0,0.02,1.5
14422,digimon world 4,xb,2005,roleplaying,atari,0.02,0.01,0.0,0.0,0.03,2000,1,0.03,1.0
14423,bubble bobble evolution,psp,2006,puzzle,rising star games,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14424,codename panzers cold war,pc,2009,strategy,atari,0.0,0.02,0.0,0.01,0.03,2000,0,0.03,1.0
14425,kekkaishi kokubourou shuurai,ds,2008,action,namco bandai games,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14426,shugo chara amunonijiro chara change,ds,2008,action,konami digital entertainment,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14427,galleon islands of mystery,xb,2004,action,sci,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14428,renai 0 kilometer,psp,2013,adventure,alchemist,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14429,world sports competition,ps3,2009,sports,hudson soft,0.02,0.0,0.0,0.01,0.03,2000,0,0.03,1.0
14430,summon night 6 lost borders,ps4,2016,action,namco bandai games,0.0,0.0,0.03,0.0,0.03,2010,1,0.03,1.0
14431,tantei jinguuji saburo ds kienai kokoro,ds,2008,adventure,arc system works,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14432,far east of eden shinden,ng,1995,fighting,hudson soft,0.0,0.0,0.03,0.0,0.03,1990,0,0.03,1.0
14433,sunny garcia surfing,ps2,2001,sports,ubisoft,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14434,motorhead,ps,1998,racing,gremlin interactive ltd,0.02,0.01,0.0,0.0,0.03,1990,0,0.03,1.0
14435,alias carnival sacrament,psv,2015,adventure,dramatic create,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14436,nacho libre,ds,2006,action,majesco entertainment,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14437,stormlover,psp,2010,adventure,d3publisher,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14438,gensou suikoden i  ii,psp,2006,roleplaying,konami digital entertainment,0.0,0.0,0.03,0.0,0.03,2000,1,0.03,1.0
14439,gloria union,psp,2011,roleplaying,atlus,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14440,ebikore photo kano kiss,psv,2015,action,kadokawa games,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14441,bad apple wars,psv,2015,action,idea factory,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14442,transformers devastation,pc,2015,action,activision,0.0,0.03,0.0,0.0,0.03,2010,0,0.03,1.0
14443,eyeshield 21 devilbats devildays,gba,2006,roleplaying,nintendo,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14444,jyuzaengi engetsu sangokuden,psp,2012,action,idea factory,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14445,shin sangoku musou online kamishou ranbu,ps3,2010,action,tecmo koei,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14446,dancing blade ii tears of eden,ps,1999,adventure,konami digital entertainment,0.0,0.0,0.03,0.0,0.03,1990,1,0.03,1.0
14447,kokoro no kokoron,ds,2011,misc,namco bandai games,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14448,hiiro no kakera 3 aoikuro no kusabi,ps2,2008,adventure,idea factory,0.0,0.0,0.03,0.0,0.03,2000,1,0.03,1.0
14449,beatmania iidx 13 distorted,ps2,2007,simulation,konami digital entertainment,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14450,section 8,pc,2009,shooter,southpeak games,0.01,0.01,0.0,0.0,0.03,2000,1,0.02,1.5
14451,go go hypergrind,gc,2003,sports,atlus,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14452,keshisasukun battle kastival,ds,2010,action,konami digital entertainment,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14453,kaidan restaurant zoku shin menu 100sen,ds,2011,misc,namco bandai games,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14454,hot pixel,psp,2007,puzzle,atari,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14455,peak performance,ps,1997,racing,jvc,0.02,0.01,0.0,0.0,0.03,1990,0,0.03,1.0
14456,dance dance revolution hottest party 5,wii,2011,misc,konami digital entertainment,0.0,0.03,0.0,0.0,0.03,2010,1,0.03,1.0
14457,who wants to be a millionaire 2nd edition,wii,2008,misc,ubisoft,0.0,0.03,0.0,0.0,0.03,2000,0,0.03,1.0
14458,kyokugen dasshutsu adv zennin shiboudesu,3ds,2012,adventure,chunsoft,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14459,dokidoki majo shinpan 2,ds,2008,adventure,snk playmore,0.0,0.0,0.03,0.0,0.03,2000,1,0.03,1.0
14460,slai steel lancer arena international,ps2,2005,simulation,konami digital entertainment,0.01,0.01,0.0,0.0,0.03,2000,0,0.02,1.5
14461,pet alien an intergalactic puzzlepalooza,ds,2007,action,game factory,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14462,freaky flyers,xb,2003,racing,midway games,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14463,blokus portable steambot championship,psp,2006,puzzle,majesco entertainment,0.03,0.0,0.0,0.0,0.03,2000,0,0.03,1.0
14464,renai revenge,psv,2015,adventure,tgl,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14465,zoboomafoo leapin lemurs,ps,2001,action,encore,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14466,atelier shallie plus alchemists of the dusk sea,psv,2016,roleplaying,tecmo koei,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14467,dennou senki virtualon force,x360,2010,fighting,sega,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14468,sins of a solar empire,pc,2008,strategy,pinnacle,0.0,0.02,0.0,0.01,0.03,2000,0,0.03,1.0
14469,graffiti kingdom,ps2,2004,roleplaying,505 games,0.01,0.01,0.0,0.0,0.03,2000,0,0.02,1.5
14470,langrisser reincarnation tensei,3ds,2015,roleplaying,extreme entertainment group,0.02,0.0,0.01,0.0,0.03,2010,0,0.03,1.0
14471,nettou powerful koushien,ds,2010,sports,konami digital entertainment,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14472,lords of the fallen,pc,2014,roleplaying,square enix,0.0,0.03,0.0,0.0,0.03,2010,0,0.03,1.0
14473,great edo blacksmith,psv,2014,adventure,nippon ichi software,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14474,armored core sl silent line portable,psp,2009,simulation,from software,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14475,gotouchi tetsudou gotouchi chara to nihon zenkoku no tabi,wiiu,2014,misc,namco bandai games,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14477,to loveru trouble doki doki rinkaigakkouhen,psp,2008,adventure,marvelous interactive,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14478,lethal enforcers i  ii,ps,1996,shooter,konami digital entertainment,0.02,0.01,0.0,0.0,0.03,1990,1,0.03,1.0
14479,klonoa 2 dream champ tournament,gba,2002,platform,namco bandai games,0.02,0.01,0.0,0.0,0.03,2000,1,0.03,1.0
14480,shantae and the pirates curse,3ds,2015,platform,intergrow,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14481,minna no golf jou vol1,psp,2007,sports,sony computer entertainment,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14482,the peanuts movie snoopys grand adventure,3ds,2015,action,activision,0.0,0.03,0.0,0.0,0.03,2010,0,0.03,1.0
14483,resident evil 4,pc,2007,action,ubisoft,0.0,0.02,0.0,0.01,0.03,2000,1,0.03,1.0
14484,power rangers super megaforce,3ds,2014,action,namco bandai games,0.01,0.01,0.0,0.0,0.03,2010,0,0.02,1.5
14485,teenage mutant ninja turtles mutants in manhattan,x360,2016,action,activision,0.01,0.02,0.0,0.0,0.03,2010,0,0.03,1.0
14486,cabelas big game hunter pro hunts,ps3,2014,shooter,activision,0.03,0.0,0.0,0.0,0.03,2010,0,0.03,1.0
14487,super collapse ii,gba,2004,puzzle,majesco entertainment,0.02,0.01,0.0,0.0,0.03,2000,1,0.03,1.0
14488,ducati world racing challenge,ps,2001,racing,acclaim entertainment,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14489,popn music 14 fever,ps2,2007,misc,konami digital entertainment,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14490,golden nugget casino  texas hold em double pack,gba,2005,misc,majesco entertainment,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14491,judie no atelier guramnat no renkinjutsu  toraware no morito,psp,2010,roleplaying,gust,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14492,luxpain jp sales,ds,2008,adventure,rising star games,0.0,0.0,0.03,0.0,0.03,2000,0,0.03,1.0
14493,smashing drive,gba,2004,racing,zoo digital publishing,0.02,0.01,0.0,0.0,0.03,2000,0,0.03,1.0
14494,senko no ronde duo,x360,2010,fighting,grev,0.0,0.0,0.03,0.0,0.03,2010,0,0.03,1.0
14495,starshot space circus fever,n64,1998,platform,infogrames,0.02,0.01,0.0,0.0,0.03,1990,0,0.03,1.0
14496,charlie blasts territory,n64,1999,action,kemco,0.02,0.01,0.0,0.0,0.03,1990,0,0.03,1.0
14497,big mountain 2000,n64,1998,sports,imagineer,0.02,0.01,0.0,0.0,0.03,1990,0,0.03,1.0
